Label, Easting, Northing, Ellip Height
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0501_6.tif, 2613387.583518, 1127967.114871,   683.8498
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0502_6.tif, 2613388.949035, 1127971.093004,   683.8618
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0503_6.tif, 2613390.804763, 1127976.558921,   683.8812
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0504_6.tif, 2613392.104340, 1127980.242648,   683.8784
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0505_6.tif, 2613393.728921, 1127984.850179,   683.8771
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0506_6.tif, 2613396.116352, 1127991.642544,   683.8933
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0507_6.tif, 2613397.517173, 1127995.795281,   683.9088
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0508_6.tif, 2613398.845916, 1127999.733634,   683.9232
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0509_6.tif, 2613401.008163, 1128006.070826,   683.9410
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0510_6.tif, 2613402.566757, 1128010.643409,   683.9542
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0511_6.tif, 2613403.909024, 1128014.576454,   683.9655
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0512_6.tif, 2613405.425183, 1128018.850633,   683.9757
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0513_6.tif, 2613406.775267, 1128022.673899,   683.9844
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0514_6.tif, 2613409.019692, 1128029.184373,   683.9945
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0515_6.tif, 2613410.637697, 1128033.918446,   683.9934
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0516_6.tif, 2613412.325890, 1128038.904706,   683.9989
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0517_6.tif, 2613415.273423, 1128047.713569,   684.0190
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0518_6.tif, 2613415.988794, 1128049.854271,   684.0227
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0519_6.tif, 2613417.343111, 1128053.824521,   684.0328
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0520_6.tif, 2613418.820731, 1128058.071310,   684.0470
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0521_6.tif, 2613420.251313, 1128062.142876,   684.0522
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0522_6.tif, 2613423.483002, 1128071.429337,   684.0736
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0523_6.tif, 2613423.688645, 1128072.029021,   684.0762
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0524_6.tif, 2613425.026873, 1128075.942117,   684.0915
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0525_6.tif, 2613427.526060, 1128083.273368,   684.1113
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0526_6.tif, 2613429.043466, 1128087.677840,   684.1190
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0527_6.tif, 2613430.065570, 1128090.624188,   684.1287
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0528_6.tif, 2613431.989094, 1128095.346713,   684.1553
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0529_6.tif, 2613434.269125, 1128095.811929,   684.1624
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0530_6.tif, 2613437.066141, 1128094.692325,   684.1597
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0531_6.tif, 2613441.103693, 1128091.745954,   684.1774
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0532_6.tif, 2613440.120790, 1128086.395948,   684.1707
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0533_6.tif, 2613438.573168, 1128082.347237,   684.1779
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0534_6.tif, 2613435.329007, 1128073.395895,   684.2063
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0535_6.tif, 2613433.585204, 1128068.269047,   684.2271
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0536_6.tif, 2613432.169265, 1128064.037876,   684.2452
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0537_6.tif, 2613429.859675, 1128057.201962,   684.2734
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0538_6.tif, 2613428.613682, 1128053.551926,   684.2876
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0539_6.tif, 2613427.248915, 1128049.560182,   684.3029
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0540_6.tif, 2613425.767847, 1128045.149241,   684.2982
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0541_6.tif, 2613423.356212, 1128038.033467,   684.2887
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0542_6.tif, 2613422.080019, 1128034.307786,   684.2842
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0543_6.tif, 2613420.576411, 1128030.029214,   684.3028
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0544_6.tif, 2613418.920007, 1128025.311931,   684.3211
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0545_6.tif, 2613417.214767, 1128020.403942,   684.3237
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0546_6.tif, 2613415.808305, 1128016.311734,   684.3278
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0547_6.tif, 2613414.347283, 1128012.034728,   684.3333
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0548_6.tif, 2613412.502585, 1128006.578154,   684.3558
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0549_6.tif, 2613411.215388, 1128002.750581,   684.3650
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0550_6.tif, 2613409.308127, 1127997.051043,   684.3612
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0551_6.tif, 2613407.916097, 1127993.003127,   684.3686
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0552_6.tif, 2613406.714875, 1127989.525756,   684.3763
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0553_6.tif, 2613403.271322, 1127979.686850,   684.3928
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0554_6.tif, 2613401.965742, 1127975.981867,   684.4127
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0555_6.tif, 2613399.958271, 1127970.116376,   684.4350
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0556_6.tif, 2613398.700455, 1127966.384986,   684.4462
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0557_6.tif, 2613397.044972, 1127961.402578,   684.4552
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0558_6.tif, 2613395.630422, 1127957.169803,   684.4675
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0559_6.tif, 2613394.239724, 1127953.044980,   684.4865
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0560_6.tif, 2613392.505522, 1127947.945392,   684.4937
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0561_6.tif, 2613390.761194, 1127942.843847,   684.4957
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0562_6.tif, 2613389.280858, 1127938.533235,   684.5126
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0563_6.tif, 2613387.842061, 1127934.330104,   684.5405
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0564_6.tif, 2613385.750139, 1127928.218183,   684.5878
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0565_6.tif, 2613384.339689, 1127924.165053,   684.5860
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0566_6.tif, 2613382.850271, 1127919.841982,   684.5835
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0567_6.tif, 2613381.055891, 1127914.556568,   684.5792
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0568_6.tif, 2613379.560526, 1127910.164734,   684.5890
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0569_6.tif, 2613377.863571, 1127905.202883,   684.6039
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0570_6.tif, 2613376.574001, 1127901.484170,   684.6186
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0571_6.tif, 2613375.357541, 1127897.986876,   684.6305
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0572_6.tif, 2613372.704777, 1127890.426518,   684.6435
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0573_6.tif, 2613371.542367, 1127887.060649,   684.6577
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0574_6.tif, 2613369.966806, 1127882.474872,   684.6708
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0575_6.tif, 2613366.745006, 1127872.964119,   684.6747
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0576_6.tif, 2613365.274683, 1127868.626777,   684.6876
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0577_6.tif, 2613364.867939, 1127867.447480,   684.6887
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0578_6.tif, 2613363.035601, 1127862.134875,   684.6936
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0579_6.tif, 2613361.737010, 1127858.290893,   684.6959
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0580_6.tif, 2613359.639732, 1127852.065490,   684.7033
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0581_6.tif, 2613358.487841, 1127848.678510,   684.7136
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0582_6.tif, 2613357.180115, 1127844.858660,   684.7279
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0583_6.tif, 2613354.653594, 1127837.565308,   684.7589
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0584_6.tif, 2613353.576334, 1127834.456942,   684.7593
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0585_6.tif, 2613351.901158, 1127829.609006,   684.7586
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0586_6.tif, 2613349.653139, 1127823.062986,   684.7547
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0587_6.tif, 2613348.561292, 1127819.894761,   684.7569
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0588_6.tif, 2613346.812729, 1127814.856079,   684.7651
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0589_6.tif, 2613344.421713, 1127808.042607,   684.7906
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0590_6.tif, 2613343.695109, 1127805.919236,   684.7996
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0591_6.tif, 2613341.513754, 1127799.537868,   684.8272
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0592_6.tif, 2613339.399499, 1127793.342645,   684.8548
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0593_6.tif, 2613338.683297, 1127791.270193,   684.8598
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0594_6.tif, 2613336.411746, 1127784.688351,   684.8777
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0595_6.tif, 2613335.085683, 1127780.827126,   684.8923
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0596_6.tif, 2613333.787135, 1127777.044041,   684.9050
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0597_6.tif, 2613331.465378, 1127770.276410,   684.9235
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0598_6.tif, 2613329.941959, 1127765.848340,   684.9381
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0599_6.tif, 2613328.157252, 1127760.668339,   684.9446
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0600_6.tif, 2613326.506160, 1127755.873830,   684.9480
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0601_6.tif, 2613325.224926, 1127752.100513,   684.9865
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0602_6.tif, 2613324.842456, 1127747.954613,   684.9896
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0603_6.tif, 2613326.900451, 1127746.889137,   684.9934
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0604_6.tif, 2613329.379984, 1127746.231831,   685.0048
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0605_6.tif, 2613335.356765, 1127747.482455,   685.0176
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0606_6.tif, 2613336.198281, 1127749.777155,   685.0015
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0607_6.tif, 2613338.663296, 1127757.976852,   685.0171
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0608_6.tif, 2613340.270987, 1127762.773703,   685.0374
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0609_6.tif, 2613343.040471, 1127770.875164,   685.0585
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0610_6.tif, 2613344.066534, 1127773.852618,   685.0627
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0611_6.tif, 2613345.417343, 1127777.858400,   685.0659
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0612_6.tif, 2613346.887191, 1127782.206302,   685.0732
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0613_6.tif, 2613348.973207, 1127788.331802,   685.0994
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0614_6.tif, 2613350.427117, 1127792.551153,   685.1034
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0615_6.tif, 2613351.782346, 1127796.476864,   685.1058
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0616_6.tif, 2613353.502963, 1127801.428254,   685.1052
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0617_6.tif, 2613356.167301, 1127809.249995,   685.1386
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0618_6.tif, 2613357.240643, 1127812.416526,   685.1546
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0619_6.tif, 2613358.626308, 1127816.488231,   685.1696
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0620_6.tif, 2613360.098096, 1127820.768200,   685.1778
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0621_6.tif, 2613362.094841, 1127826.516679,   685.1795
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0622_6.tif, 2613363.296975, 1127829.975742,   685.1882
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0623_6.tif, 2613364.769214, 1127834.223644,   685.2019
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0624_6.tif, 2613367.106232, 1127841.045360,   685.2439
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0625_6.tif, 2613368.387507, 1127844.800524,   685.2605
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0626_6.tif, 2613369.906242, 1127849.257769,   685.2775
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0627_6.tif, 2613371.558496, 1127854.132782,   685.2845
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0628_6.tif, 2613373.923274, 1127861.125694,   685.2922
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0629_6.tif, 2613375.019971, 1127864.362513,   685.2942
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0630_6.tif, 2613376.436860, 1127868.509420,   685.2921
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0631_6.tif, 2613377.765091, 1127872.378329,   685.2942
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0632_6.tif, 2613380.304342, 1127879.716663,   685.3111
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0633_6.tif, 2613381.764765, 1127883.975286,   685.3118
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0634_6.tif, 2613382.939348, 1127887.397220,   685.3141
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0635_6.tif, 2613385.155944, 1127893.846904,   685.3240
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0636_6.tif, 2613386.232723, 1127897.003986,   685.3410
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0637_6.tif, 2613388.169665, 1127902.682571,   685.3696
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0638_6.tif, 2613389.794809, 1127907.445964,   685.3885
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0639_6.tif, 2613391.659863, 1127912.844103,   685.4023
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0640_6.tif, 2613393.325330, 1127917.640874,   685.4113
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0641_6.tif, 2613394.575931, 1127921.235980,   685.4166
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0642_6.tif, 2613396.108088, 1127925.624290,   685.4289
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0643_6.tif, 2613398.480122, 1127932.388266,   685.4542
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0644_6.tif, 2613399.586294, 1127935.542637,   685.4564
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0645_6.tif, 2613401.295219, 1127940.484477,   685.4600
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0646_6.tif, 2613404.956038, 1127951.356674,   685.4695
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0647_6.tif, 2613404.606488, 1127950.315151,   685.4685
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0648_6.tif, 2613406.226233, 1127955.125285,   685.4772
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0649_6.tif, 2613407.877410, 1127959.982092,   685.4980
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0650_6.tif, 2613409.222382, 1127963.916744,   685.5104
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0651_6.tif, 2613411.377179, 1127970.189065,   685.5241
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0652_6.tif, 2613414.192719, 1127978.333327,   685.5309
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0653_6.tif, 2613415.925423, 1127983.370153,   685.5373
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0654_6.tif, 2613416.627432, 1127985.375003,   685.5459
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0655_6.tif, 2613417.894494, 1127988.981606,   685.5635
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0656_6.tif, 2613419.229261, 1127992.813570,   685.5805
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0657_6.tif, 2613421.569001, 1127999.588632,   685.6048
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0658_6.tif, 2613423.254559, 1128004.404218,   685.6135
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0659_6.tif, 2613424.986084, 1128009.451845,   685.6149
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0660_6.tif, 2613426.383609, 1128013.585555,   685.6116
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0661_6.tif, 2613427.901064, 1128018.003581,   685.6319
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0662_6.tif, 2613429.947428, 1128023.970176,   685.6490
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0663_6.tif, 2613432.112101, 1128030.319345,   685.6534
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0664_6.tif, 2613432.210549, 1128030.611024,   685.6542
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0665_6.tif, 2613434.710775, 1128037.997198,   685.6707
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0666_6.tif, 2613436.313089, 1128042.677143,   685.6728
